YLR258W,YKR050W,0.9969101463,0.9993126621,0.9860642026
YPL212C,YDR353W,0.9628680493,0,0
YLR328W,YJR051W,1.0175355492,0.9936391347,1.0053363475
YLR342W,YOR040W,0.9358006623,0.9939208278,0.932042032
YLR354C,YAL023C,0.9893686837,0.77751925,0.952463873
YPR138C,YOR120W,0.9997226154,1.0006645919,0.9090998536
YPR145W,YKR061W,0.9935401384,0.9984743571,0.9880007944
YJR009C,YER081W,0.9992257241,1.0108065038,0.9940234563
YKL035W,YMR246W,0,0.9941647805,0
YJR148W,YHR183W,0.8099405811,0.9988324332,0.7983198952
YKL148C,YGR124W,1.0032951606,0.9948698932,0.9089642145
YKR050W,YOL103W,0.9973028814,1.0003804038,0.990616303
YKR053C,YPR074C,0.9961525745,0,0
YMR105C,YLR028C,0.9979342676,0.9857809926,0.7573390765
YMR113W,YOR222W,0,0.9623266139,0
YMR120C,YDR516C,1.0168579994,0.9981370088,1.0091035742
YNL009W,YIL053W,0.9986780352,0.7749345179,1.0029959293
YML056C,YPL212C,0.9981096668,0.9913413677,0.9958984762
YML075C,YKL127W,0.9950602334,0.9964583267,0.9869662718
YMR261C,YPL134C,1.0009057121,0.9956100856,0.9510161206
YMR271C,YLR300W,0.9954320701,0.9935070513,1.0016172955
YOR108W,YMR145C,1.0020124648,1.0083128963,1.0030605195
YPL134C,YGR254W,0.9943932278,0.983831976,0.9912576286
YOR321W,YOR108W,0.9939817387,1.0012114403,0.9919878913
YOR375C,YJR049C,0.9968626527,0.9913532041,1.0144616983
YJR103W,YBL068W,0.9922680243,1.0148865283,0.9855638038
YDR001C,YGR121C,1.0019150615,1.0000894809,1.0178899178
YPR074C,YJL070C,0.7448141927,0.9968445177,0
YOL086C,YDR178W,0,1.0044689348,0
YPL057C,YCL040W,0.9010531179,0.9969789119,0.6795775542
YGL062W,YJR148W,0.9590808644,1.0000852455,0.9549683069
YJL070C,YGR124W,1.0176578012,0.9948698932,1.0013357323
YJR051W,YKR053C,0.9998504063,0.998599363,0.9965229348
YDR508C,YPL053C,0.9742337254,1.006970044,0.9686416234
YDR530C,YMR246W,1.017953015,0.9941647805,1.0456223714
YNR001C,YJL129C,1.058699285,0.9856435417,1.0619634765
YNR034W,YLR300W,0.9940336328,0.9935070513,0.9746302115
YMR145C,YDR516C,1.0056758315,0.9981370088,1.0006472588
YDL182W,YDR001C,1.0101368827,1.0194364495,1.0117492013
YLR133W,YOR171C,1.0011291171,0.9912868686,0.9934740311
YOR040W,YNR001C,0.9951488737,1.0630059637,0
YHR033W,YJR103W,1.0071238352,1.0021010817,0.9910809837
YHR106W,YBL030C,1.0001262564,0,0
YOR120W,YIL066C,1.0012290838,0.9610785483,0.90017019
YPL053C,YGR010W,1.0087744807,1.0101107719,1.0000548869
YOL103W,YIL053W,0.9994077116,0.7749345179,1.0477306522
YLR180W,YHR033W,0.9771658813,0.9965202851,0.9410134431
YLR092W,YLR028C,0.9933556773,0.9857809926,0.9827629206
YIL053W,YLR164W,0.7882254903,1.0016642045,1.0152939127
YIL074C,YHR123W,0.9984553302,1.0024162136,0.9977610937
YLR258W,YDR353W,0.9969101463,0,0
YLR328W,YOR321W,1.0175355492,0.9987409828,0.9813484213
YLR342W,YDR483W,0.9358006623,0.9639687059,0.9339677648
YLR354C,YAL038W,0.9893686837,0,0
YPR138C,YKR050W,0.9997226154,0.9993126621,0.9930696966
YPR145W,YLR260W,0.9935401384,0.9341846174,0.9845898877
YKL035W,YOL086C,0,0.9978662407,0
YJR148W,YDR111C,0.8099405811,0.998281441,0.8034956532
YKL148C,YLR174W,1.0032951606,1.0012417484,1.102546124
YKR050W,YBR284W,0.9973028814,0.9946818566,1.0098899664
YKR053C,YDR502C,0.9961525745,0.9864383773,0.9978594758
YMR105C,YNL130C,0.9979342676,1.0010709602,1.0009971507
YMR113W,YOR317W,0,1.0189059396,0
YMR120C,YER155C,1.0168579994,1.0009486731,1.0145159026
YOR171C,YPL057C,1.0179134316,0.8936073614,1.0085318087
YOR190W,YOL059W,0.9991977784,0.9365749169,0.9820489135
YML056C,YLR180W,0.9981096668,1.002694191,0.9987091465
YML075C,YPL212C,0.9950602334,0.9913413677,0.992700964
YMR261C,YGR254W,1.0009057121,0.983831976,0.9890397118
YMR271C,YHR208W,0.9954320701,1.0134571912,0.9989593925
YOR317W,YPR074C,1.0078602601,0,0
YOR108W,YDR497C,1.0020124648,0.8414856722,1.0009910174
YPL134C,YHR106W,0.9943932278,1.0015066095,0.9937926435
YOR321W,YOL056W,0.9939817387,0.9917529872,0.9952891976
YOR347C,YDL085W,0.997869194,0.9980211079,0.9973610529
YOR375C,YJR009C,0.9968626527,1.0099697957,0.9948222892
YBR085W,YML056C,0.9965393093,0.9987189285,0
YDR001C,YAL062W,1.0019150615,1.0140587049,0.9943831075
YOL086C,YMR105C,0,0.997838371,0
YGL062W,YHR183W,0.9590808644,0.9988324332,0.9728138588
YDR508C,YJR066W,0.9742337254,0.8818675075,0.9042976009
YDR516C,YMR118C,1.0009031973,0.9986438643,0.9944401385
YDR530C,YHL012W,1.017953015,0.9969907124,1.0148532081
YNR001C,YJL045W,1.058699285,0.9963335187,1.0634357755
YNR034W,YBL039C,0.9940336328,1.0112366168,0.9770677498
YOL056W,YCR073W-A,0.9973005072,0.9807970938,0.812895295
YOL059W,YDR508C,0.936253307,0.978020192,0.9224354736
YDL182W,YGL062W,1.0101368827,0.9611665754,1.0080897635
YLR089C,YEL047C,0.9751338465,1.001241256,0.9780186367
YLR133W,YOR347C,1.0011291171,1.0080102323,0.9916656063
YOR040W,YGR032W,0.9951488737,0.9983530699,1.0014016377
YHR033W,YGL254W,1.0071238352,0.9942397117,0.9871363148
YHR106W,YJR051W,1.0001262564,0.9936391347,0.9753814132
YOR120W,YFR053C,1.0012290838,0.9961103765,0.7708895938
YPL053C,YBR117C,1.0087744807,1.0119103817,1.0875064784
YOL103W,YKL141W,0.9994077116,0,0
YLR180W,YOR190W,0.9771658813,0.9932756857,0.9770172428
YLR092W,YNR034W,0.9933556773,0.9856767865,0.9935656356
YIL053W,YOR120W,0.7882254903,1.0006645919,0.5594769432
YIL074C,YDL131W,0.9984553302,0.9787534367,0.9953052464
YLR258W,YBR218C,0.9969101463,0.9717689298,0.9661298029
YPL212C,YER070W,0.9628680493,0.99982,0.9251206587
YJR009C,YKL127W,0.9992257241,0.9964583267,0.9961959824
YKL035W,YPR138C,0,0.9995101499,0
YJR148W,YLR432W,0.8099405811,1.0077696972,0.7785260621
YKL148C,YLR450W,1.0032951606,0.9783810254,0.8859053245
YKR050W,YKR061W,0.9973028814,0.9984743571,0.9929688161
YMR105C,YLR328W,0.9979342676,1.0085384886,0.9918906459
YMR113W,YGR256W,0,0.9981702242,0
YMR120C,YML075C,1.0168579994,0.9894503567,1.0201965821
YNL009W,YDL182W,0.9986780352,1.0095784261,0.9990821562
YOR190W,YML082W,0.9991977784,1.0219984305,0.998053789
YML056C,YOR375C,0.9981096668,0.9965288963,0.9933039773
YML075C,YJL139C,0.9950602334,0.9825132745,1.0025823025
YMR261C,YML106W,1.0009057121,0.9952376847,0.9928630944
YMR271C,YDR147W,0.9954320701,1.0029030389,1.0145274784
YOR108W,YPL134C,1.0020124648,0.9956100856,1.0217841015
YPL134C,YNL009W,0.9943932278,0.9965092166,1.0005121316
YOR321W,YGL253W,0.9939817387,0.9047808884,1.007456422
